name,year,rating,metascore,vote,imdb_id,poster,genre,certificate,runtime,director_actor,story,imdbId,movieId,tmdbId,title,genres,genre1
Demon Empire,2006,6.3,,1689,tt0929261,https://m.media-amazon.com/images/M/MV5BMTgxNzc2Mjc4NF5BMl5BanBnXkFtZTgwMzUxOTc1MjE@..jpg,"
Action, Adventure, Drama            ",,105 min,"
    Director:
Dong-oh Jo
| 
    Stars:
Joon-ho Huh, 
Woo-sung Jung, 
Kwang-il Kim, 
Tae-hee Kim
","
    It is AD 924, at the end of the United Shilla Dynasty. Continuous riots sweep the land ruled by a corrupted government. Evil forces are rampant and malicious demons roam the land. YI Kwak, ...                See full summary »
",929261,137910,32158,The Restless (2006),Action|Drama|Romance,Action
200 Pounds Beauty,2006,6.8,,6999,tt0940642,https://m.media-amazon.com/images/M/MV5BZTU4MDY4NGEtNGNjMC00ZGJkLWI0NGYtYzFhZTgxYjc2OGYwXkEyXkFqcGdeQXVyNTMyMDkwMTE@..jpg,"
Comedy, Drama, Music            ",Not Rated,120 min,"
    Director:
Yong-hwa Kim
| 
    Stars:
Jin-mo Ju, 
Ah-jung Kim, 
Dong-il Sung, 
Hyun-sook Kim
","
    A talented but obese girl, who ghost-sings for a not-so-talented pop star, undergoes extensive plastic surgery to become a slender beauty with a new identity.",940642,158336,18377,200 Pounds Beauty (2006),Comedy|Drama|Romance,Comedy
Voice of a Murderer,2007,6.8,,1623,tt0969268,https://m.media-amazon.com/images/M/MV5BNjk2MjY0ODE2OV5BMl5BanBnXkFtZTgwODI0NzE1MjE@..jpg,"
Drama, Thriller            ",Not Rated,122 min,"
    Director:
Jin-pyo Park
| 
    Stars:
Kyung-gu Sol, 
Nam-ju Kim, 
Dong-won Gang, 
Yeong-cheol Kim
","
    One day, the only son of famous news anchor HAN Kyung-bae, disappears without a trace. Soon, the kidnapper calls the mother demanding a $100,000 ransom. The police assign a veteran ...                See full summary »
",969268,144378,104176,Voice of a Murderer (2007),Drama|Thriller,Drama
Cruel Winter Blues,2006,7.1,,652,tt0969367,https://m.media-amazon.com/images/M/MV5BMjAyMjU2MzYxNl5BMl5BanBnXkFtZTgwMTE4ODc1MjE@..jpg,"
Action, Crime, Drama            ",Not Rated,118 min,"
    Director:
Jeong-beom Lee
| 
    Stars:
Kyung-gu Sol, 
Han Sun Jo, 
Moon-hee Na, 
Woo-Sung Choi
","
    Along with a partner, a small-time crook arrives at the hometown of his mentor's killer to seek revenge, but gets caught in a fix upon befriending the killer's mother.",969367,144496,70131,Cruel Winter Blues (2006),Crime|Drama,Crime
Aachi & Ssipak,2006,6.8,,1579,tt0972542,https://m.media-amazon.com/images/M/MV5BMTcxMDk5MTAzM15BMl5BanBnXkFtZTgwNTk0MTAwMTE@..jpg,"
Animation, Action, Comedy            ",PG-13,90 min,"
    Directors:
Jo Beom-jin, 
Zack Keller, 
Ed Skudder
| 
    Stars:
Nick Ainsworth, 
Hyeon-yeong, 
Zack Keller, 
Gyu-hwa Lee
","
    In a future where energy is made from fecal matter, the government rewards defecation with ""juicybars"". Small-time hustlers try to get rich while fending off the mutated Diaper Gang.",972542,135290,22520,Aachi and Ssipak (2006),Action|Animation|Horror,Action
Seven Days,2007,6.8,,1549,tt0997229,https://m.media-amazon.com/images/M/MV5BMzk3MTI1MzQ3NV5BMl5BanBnXkFtZTcwMzU2NTk5Mw@@..jpg,"
Crime, Drama, Thriller            ",Not Rated,125 min,"
    Director:
Shin-yeon Won
| 
    Stars:
Yunjin Kim, 
Mi-suk Kim, 
Hee-soon Park, 
Moo-Seong Choi
","
    A successful lawyer who, in order to save her daughter, is pressured into defending the innocence of a man slated to receive the death penalty.",997229,144414,24822,Seven Days (2007),Crime,Crime
Hansel and Gretel,2007,6.7,,4240,tt1002567,https://m.media-amazon.com/images/M/MV5BNTYzNmViZDktMDI5MS00MjY4LTg4MzEtZDA0MTAyZGJhNTMyXkEyXkFqcGdeQXVyNzAzMjcyOA@@..jpg,"
Drama, Fantasy, Horror            ",TV-14,117 min,"
    Director:
Pil-sung Yim
| 
    Stars:
Jeong-myeong Cheon, 
Eun Won-jae, 
Eun-kyung Shim, 
Ji-hee Jin
","
    After meeting an mysterious girl on an dark stretch of road, a young salesman is invited to a beautiful house with bizarre secrets and no way to escape.",1002567,121202,25597,Hansel & Gretel (2007),Drama|Fantasy|Horror|Mystery|Thriller,Drama
The Guard Post,2008,5.9,,1620,tt1064953,https://m.media-amazon.com/images/M/MV5BNmE5Y2ZmZjktNzNkZi00YTk0LTg4OTktM2FjZGFmMjUxZmE3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@..jpg,"
Horror            ",,121 min,"
    Director:
Su-chang Kong
| 
    Stars:
Ho-jin Chun, 
Hyun-jae Cho, 
Young-hoon Lee, 
Jin-woong Cho
","
    (Korean with English subtitles) A squad of Korean soldiers is sent to investigate a guard post that overlooks the DMZ. Seemingly deserted at first, the squad eventually discovers mysterious...                See full summary »
",1064953,63332,16882,"Guard Post, The (G.P. 506) (2008)",Horror,Horror
"Yobi, the Five Tailed Fox",2007,6.8,,833,tt1077274,https://m.media-amazon.com/images/M/MV5BYWY5NmE3ZGUtZTcxYy00YTQzLTkwYzMtMTkyYzFhYmMwMWMyXkEyXkFqcGdeQXVyNTgwNzU4NjM@..jpg,"
Animation, Fantasy            ",,86 min,"
    Director:
Seong-gang Lee
| 
    Stars:
Ye-jin Son, 
Deok-Hwan Ryu
","
    After losing her family to fox hunters, five-tailed Yobi lives in the forest with some shipwrecked aliens, far away from the humans. When one of her alien friends gets captured by a ...                See full summary »
",1077274,116911,58700,"Yobi, The Five-Tailed Fox (2007)",Animation|Fantasy,Animation
A Man Who Was Superman,2008,7.4,,1811,tt1119199,https://m.media-amazon.com/images/M/MV5BMjAzODYyMDk4NV5BMl5BanBnXkFtZTgwODIzNzE1MjE@..jpg,"
Comedy, Drama            ",,102 min,"
    Director:
Yoon-Chul Jung
| 
    Stars:
Jung-min Hwang, 
Ji-Hyun Jun, 
Gil-seung Bang, 
Woo-hyuk Choi
","
    A snobbish producer makes a documentary about the extraordinary behavior of her neighbor who believes himself to be Superman.",1119199,157631,35010,A Man Who Was Superman (2008),Comedy|Drama,Comedy
Soo: Revenge for a Twisted Fate,2007,6.1,,369,tt1137481,https://m.media-amazon.com/images/M/MV5BOTcxOTI1OTY0N15BMl5BanBnXkFtZTgwNDY1NzE1MjE@..jpg,"
Action, Drama, Thriller            ",Not Rated,122 min,"
    Director:
Yôichi Sai
| 
    Stars:
Jin-hee Ji, 
Seong-Yeon Kang, 
Man-seok Oh, 
Gi-yeong Lee
","
    A legendary assassin and a renowned problem solver, Soo has been searching for the twin brother he has not seen since their days in an orphanage. But his brother is murdered when he turns ...                See full summary »
",1137481,82529,52445,Soo (Art of Revenge) (2007),Action|Crime|Drama|Thriller,Action
A Better Tomorrow,2010,5.9,,991,tt1138442,https://m.media-amazon.com/images/M/MV5BMTc2ODcyMzI2Nl5BMl5BanBnXkFtZTgwOTY2MDE0MjE@..jpg,"
Action, Crime, Drama            ",R,124 min,"
    Director:
Hae-sung Song
| 
    Stars:
Jin-mo Ju, 
Seung-heon Song, 
Kang-woo Kim, 
Han Sun Jo
","
    Arms trafficker Hyuk and Young-chun are practically brothers and nothing can separate them. When the two managed to escape from North Korea, they left behind Hyuk's younger brother Chul. ...                See full summary »
",1138442,144282,58959,"Better Tomorrow, A (Moo-jeok-ja) (2010)",Action|Drama|Thriller,Action
Once Upon a Time in Corea,2008,5.9,,263,tt1138457,https://m.media-amazon.com/images/M/MV5BN2RhNjI5ODYtYTA3Yi00YzU0LWFmM2QtZjM2YWYzMTRlNjc4XkEyXkFqcGdeQXVyMzE4MDkyNTA@..jpg,"
Action, Adventure, Comedy            ",,110 min,"
    Director:
Yong-ki Jeong
| 
    Stars:
Kil-kang Ahn, 
Hie-bong Jo, 
Eung-soo Kim, 
Su-hyeon Kim
","
    Set during the final days of the Japanese occupation of Korea, an adventurer and a jazz singer team up to steal a priceless diamond.",1138457,144324,32149,Once Upon a Time (2008),Action|Adventure|Comedy|Crime|Drama|Romance|Thriller,Action
Tidal Wave,2009,5.6,,3726,tt1153040,https://m.media-amazon.com/images/M/MV5BODA1MTE2OTIyM15BMl5BanBnXkFtZTgwMTA1MTE0MjE@..jpg,"
Action, Drama            ",R,120 min,"
    Director:
JK Youn
| 
    Stars:
Ji-Won Ha, 
Myeong-hoon Park, 
Min-ki Lee, 
Kyung-gu Sol
","
    A woman named Yeon-hee (Ha Ji-won) lives in Busan with her boyfriend Man-sik (Sol Kyung-gu) near Haeundae Beach. But, when they find out a tsunami will hit the city, They realize they only have 10 minutes to escape!",1153040,104590,33196,Tidal Wave (2009),Drama,Drama
A Frozen Flower,2008,7.1,,3609,tt1155053,https://m.media-amazon.com/images/M/MV5BMWZhNjQ4ZTItNDM0NS00NGEzLWE5YjAtMmJmM2RhMTMwNzNkXkEyXkFqcGdeQXVyMzQ2MDUxMTg@..jpg,"
Drama, History, Romance            ",,133 min,"
    Director:
Ha Yoo
| 
    Stars:
In-Sung Jo, 
Jin-mo Ju, 
Ji-Hyo Song, 
Jin-woong Cho
","
    A historical drama set in the Koryo dynasty and focused on the relationship between a king and his bodyguard.",1155053,135759,17903,A Frozen Flower (2008),Drama,Drama
Dream,2008,6.6,,3559,tt1165253,https://m.media-amazon.com/images/M/MV5BNDlmZWQ3MWItNTE2OC00Yjk2LThiYjktN2M0ZTllZGU1YjhkXkEyXkFqcGdeQXVyNTY2MTMwOTQ@..jpg,"
Drama, Fantasy, Mystery            ",Not Rated,95 min,"
    Director:
Ki-duk Kim
| 
    Stars:
Joe Odagiri, 
Nayoung Lee, 
Mi-hee Chang, 
Tae-Hyun Jin
","
    In the aftermath of a car crash, a man discovers his dreams are tied to a stranger's sleepwalking.",1165253,78585,8652,Dream (Bi-mong) (2008),Drama|Fantasy|Mystery|Romance,Drama
Night and Day,2008,7.1,73,948,tt1176096,https://m.media-amazon.com/images/M/MV5BMjc2NzE1ODQxNF5BMl5BanBnXkFtZTcwOTczMDYwMw@@..jpg,"
Drama            ",Not Rated,144 min,"
    Director:
Sang-soo Hong
| 
    Stars:
Yeong-ho Kim, 
Su-jeong Hwang, 
Eun-hye Park, 
Boris Baum
","
    ""Night and Day"" is centered around the mixed emotions found in traveling. Characters in the film are Sung-nam Kim, an artist selected by the Korean government that escaped from Seoul and ...                See full summary »
",1176096,86768,57859,Night and Day (Bam gua nat) (2008),Drama,Drama
The Chaser,2008,7.9,64,55043,tt1190539,https://m.media-amazon.com/images/M/MV5BY2ViOTU5MDQtZTRiZi00YjViLWFiY2ItOTRhNWYyN2ZiMzUyXkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg,"
Action, Crime, Thriller            ",Not Rated,125 min,"
    Director:
Hong-jin Na
| 
    Stars:
Yoon-seok Kim, 
Jung-woo Ha, 
Yeong-hie Seo, 
Yoo-Jeong Kim
","
    A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing.",1190539,73808,13855,"Chaser, The (Chugyeogja) (2008)",Crime|Drama|Thriller,Crime
Going by the Book,2007,7.4,,1634,tt1193460,https://m.media-amazon.com/images/M/MV5BNzgzNjgyMjUxOF5BMl5BanBnXkFtZTgwMzI1NzE1MjE@..jpg,"
Action, Comedy            ",,102 min,"
    Director:
Hee-chan Ra
| 
    Stars:
Jae-yeong Jeong, 
Byung-ho Son, 
Young-eun Lee, 
Chang-Seok Ko
","
    Things get out of control when Doman, an eager and saintly traffic cop, is asked the play the role of the bank robber in a robbery intervention police training program.",1193460,139495,38963,Going By The Book (2007),Action|Comedy|Crime,Action
Black House,2007,6.2,,963,tt1193490,https://m.media-amazon.com/images/M/MV5BMTQzMzg4MTQ0MV5BMl5BanBnXkFtZTgwNDkzNzE1MjE@..jpg,"
Horror, Thriller            ",PG-13,104 min,"
    Director:
Terra Shin
| 
    Stars:
Su-han Choi, 
Jung-min Hwang, 
In-gi Jeong, 
Shin-il Kang
","
    Jun-oh, an insurance claims agent, faces off with a client who he suspects of committing murders with the intention of collecting insurance premiums.",1193490,144308,107976,Black House (2007),Horror|Thriller,Horror
Mother,2009,7.8,79,46913,tt1216496,https://m.media-amazon.com/images/M/MV5BMTQzMTg0NDA1M15BMl5BanBnXkFtZTgwODUzMTE0MjE@..jpg,"
Crime, Drama, Thriller            ",R,129 min,"
    Director:
Bong Joon Ho
| 
    Stars:
Hye-ja Kim, 
Won Bin, 
Goo Jin, 
Je-mun Yun
","
    A mother desperately searches for the killer who framed her son for a girl's horrific murder.",1216496,76091,30018,Mother (Madeo) (2009),Crime|Drama|Mystery|Thriller,Crime
The Yellow Sea,2010,7.3,70,17793,tt1230385,https://m.media-amazon.com/images/M/MV5BOTk0ODMxYTgtY2I4Mi00Y2VjLWFiMzMtODc2ZWM4Mzg5N2NjXkEyXkFqcGdeQXVyNjQ3ODkxMjE@..jpg,"
Action, Crime, Drama            ",R,136 min,"
    Director:
Hong-jin Na
| 
    Stars:
Jung-woo Ha, 
Yoon-seok Kim, 
Sung-ha Jo, 
Seok-jeong Hwang
","
    When the attempt to kill a professor goes wrong, a series of violent events are triggered which force a taxi driver to run for his life.",1230385,88593,57361,"Yellow Sea, The (a.k.a. The Murderer) (Hwanghae) (2010)",Crime|Drama|Thriller,Crime
Open City,2008,6.3,,719,tt1232106,https://m.media-amazon.com/images/M/MV5BMTQxNzYzNjE5OV5BMl5BanBnXkFtZTgwMjgyNzE1MjE@..jpg,"
Action, Crime            ",Not Rated,112 min,"
    Director:
Sang-gi Lee
| 
    Stars:
Ye-jin Son, 
Myung-Min Kim, 
Gi-seok Do, 
Dae-han Ji
","
    Baek Jang-Mi is the female leader of an international pickpocket gang. Her target is to broaden her territory to outside Seoul. She disguises as a tattooist as a cover. After a number of ...                See full summary »
",1232106,144562,24037,Open City (2008),Action|Drama|Thriller,Action
Jeon Woochi,2009,6.6,,2869,tt1274293,https://m.media-amazon.com/images/M/MV5BNGRjNjFjYWUtZjQxMi00NzBiLTg4M2EtYjcxZDhhN2VhNTA4XkEyXkFqcGdeQXVyNzI1NzMxNzM@..jpg,"
Action, Adventure, Comedy            ",Not Rated,136 min,"
    Director:
Dong-hoon Choi
| 
    Stars:
Dong-won Gang, 
Soo-jung Lim, 
Yoon-seok Kim, 
Hae-Jin Yoo
","
    Jeon Woo-chi, an undisciplined womanizing Taoist from the Joseon era, ends up in present day Korea causing mayhem with his knack for magic.",1274293,95298,40171,Woochi: The Demon Slayer (2009),Action|Comedy|Fantasy,Action
Like You Know It All,2009,7,,660,tt1275891,https://m.media-amazon.com/images/M/MV5BNWQ5Y2ZlYjEtMjQ1NC00ZWY4LTkwNDYtYjVmYTIyZDU5Mzk5XkEyXkFqcGdeQXVyMTMxMTY0OTQ@..jpg,"
Drama            ",Not Rated,126 min,"
    Director:
Sang-soo Hong
| 
    Stars:
Tae-woo Kim, 
Ji-won Uhm, 
Hyun-Jung Go, 
Hyeong-jin Kong
","
    Delightfully comic exploration of the emotional and social geography of an art-house film director.",1275891,87988,86262,Like You Know It All (Jal aljido mothamyeonseo) (2009),Drama,Drama
Poetry,2010,7.8,87,9891,tt1287878,https://m.media-amazon.com/images/M/MV5BOTdkM2FhNTUtYWJkZi00MDQ3LWJhMjktZjg4N2VjZTU2MmZhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjgyNjk3MzE@..jpg,"
Drama            ",TV-PG,139 min,"
    Director:
Chang-dong Lee
| 
    Stars:
Jeong-hie Yun, 
Da-wit Lee, 
Hee-ra Kim, 
Nae-sang Ahn
","
    A sixty-something woman, faced with the discovery of a heinous family crime and in the early stages of Alzheimer's disease, finds strength and purpose when she enrolls in a poetry class.",1287878,84116,47909,Poetry (Shi) (2010),Drama,Drama
The Housemaid,2010,6.4,68,8976,tt1314652,https://m.media-amazon.com/images/M/MV5BNGM0MTMxOGMtNTYxMy00OTJhLWI1YmMtYzMxOWJiMTliYzY0XkEyXkFqcGdeQXVyMjgyNjk3MzE@..jpg,"
Drama, Thriller            ",Not Rated,107 min,"
    Director:
Sang-soo Im
| 
    Stars:
Do-yeon Jeon, 
Jung-jae Lee, 
Yuh-Jung Youn, 
Woo Seo
","
    A man's affair with his family's housemaid leads to dark consequences.",1314652,84137,45202,"Housemaid, The (Hanyo) (2010)",Thriller,Thriller
Rough Cut,2008,7,,2341,tt1345734,https://m.media-amazon.com/images/M/MV5BZWI0ODE4NzEtZTA2Zi00YWIwLThkN2ItY2E1NmI3MjhjMGNmXkEyXkFqcGdeQXVyMzE4MDkyNTA@..jpg,"
Action, Crime, Drama            ",Not Rated,113 min,"
    Director:
Hun Jang
| 
    Stars:
Ji-seob So, 
Soo-Hyun Hong, 
Hie-jin Jang, 
Man-sik Jeong
","
    A gangster who wants to be an actor; an actor more gangster than anything. Here their paths and lives begin to cross.",1345734,133703,17593,Rough Cut (2008),Action|Drama,Action
Breathless,2009,7.6,,4680,tt1373120,https://m.media-amazon.com/images/M/MV5BZTA2YWNjYTQtMDU0MS00YjQwLTk4NDMtZmNmN2JiMmMwNzMyXkEyXkFqcGdeQXVyNzI1NzMxNzM@..jpg,"
Crime, Drama            ",Not Rated,130 min,"
    Director:
Ik-joon Yang
| 
    Stars:
Kkobbi Kim, 
Hwan Lee, 
Ik-joon Yang, 
Jeong-soon Park
","
    A bitter loan shark strikes a friendship with a troubled schoolgirl as he faces his own troubled past with his abusive father.",1373120,83184,31850,Breathless (Ddongpari) (2009),Crime|Drama,Crime
Garfield's Pet Force,2009,4.1,,741,tt1389762,https://m.media-amazon.com/images/M/MV5BMTcyNTIzNjA1NV5BMl5BanBnXkFtZTcwOTE2NzI5Mw@@..jpg,"
Animation, Action, Adventure            ",G,73 min,"
    Director:
Mark A.Z. Dippé
| 
    Stars:
Frank Welker, 
Vanessa Marshall, 
Gregg Berger, 
Wally Wingert
","
    Nothing in the world can make Garfield get involved in anything besides eating, until the muscular super cat Garzooka comes crashing into Cartoon World from the Comic Book universe with ...                See full summary »
",1389762,69469,19508,Garfield's Pet Force (2009),Animation,Animation
My Girlfriend Is an Agent,2009,6.3,,2136,tt1432078,https://m.media-amazon.com/images/M/MV5BMTkwNTIwMzcwM15BMl5BanBnXkFtZTgwMTk1MzA2MDE@..jpg,"
Action, Comedy, Romance            ",Not Rated,112 min,"
    Director:
Terra Shin
| 
    Stars:
Ha-neul Kim, 
Ji-Hwan Kang, 
Seung-ryong Ryu, 
Young-nam Jang
","
    (Korean with English subtitles) A huge box office hit in Korea, this action-packed romantic comedy pits two former lovers now both working a secret mission to infiltrate the Russian mob. As...                See full summary »
",1432078,114453,18374,My Girlfriend Is an Agent (Chilgeup gongmuwon) (2009),Action|Comedy|Romance,Action
Death Bell,2008,5.7,,2251,tt1438522,https://m.media-amazon.com/images/M/MV5BYmM3MmUyYjQtMTdhYi00OTgzLWEyYmYtMDM1Mjc1ZmU3OTlhXkEyXkFqcGdeQXVyNzI1NzMxNzM@..jpg,"
Horror, Thriller            ",Not Rated,88 min,"
    Director:
Hong-Seung Yoon
| 
    Stars:
In-sook Choi, 
Da-Geon, 
Hahm Eun-Jung, 
Sung Jin
","
    Advanced students who take a special class are being tortured by their class rank.",1438522,144502,32272,Death Bell (2008),Horror|Thriller,Horror
The Man from Nowhere,2010,7.8,,59832,tt1527788,https://m.media-amazon.com/images/M/MV5BMTgzMTkxNjAxNV5BMl5BanBnXkFtZTgwMDU3MDE0MjE@..jpg,"
Action, Drama, Thriller            ",R,119 min,"
    Director:
Jeong-beom Lee
| 
    Stars:
Won Bin, 
Sae-ron Kim, 
Tae-hoon Kim, 
Hee-won Kim
","
    A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.",1527788,86892,51608,The Man from Nowhere (2010),Action|Crime|Thriller,Action
Parallel Life,2010,6,,421,tt1533085,https://m.media-amazon.com/images/M/MV5BMTk0MjUxNzc0NF5BMl5BanBnXkFtZTgwNTQ4MDE0MjE@..jpg,"
Thriller            ",PG-13,110 min,"
    Director:
Ho-Young Kwon
| 
    Stars:
Jin-hee Ji, 
Jong-Hyuk Lee, 
Se-ah Yun, 
Jung-woo Ha
","
    KIM Suk-hyun is Korea's youngest appointed criminal court head judge, very famous for his rational rulings. It is before his court that the case of distinguished mathematics professor SOHN ...                See full summary »
",1533085,144586,52441,Parallel Life (2010),Action|Drama|Mystery|Thriller,Action
Secret,2009,6.7,,494,tt1533086,https://m.media-amazon.com/images/M/MV5BMTcxMTI5ODg4N15BMl5BanBnXkFtZTgwNTU0MTE0MjE@..jpg,"
Thriller            ",,105 min,"
    Director:
Je-gu Yun
| 
    Stars:
Seung-Won Cha, 
Yun-ah Song, 
Seung-ryong Ryu, 
Joon-seo Bang
","
    Sung-ryeol is a detective in charge of violent crimes. He is an upright man, but is having an affair with his colleague's wife, and it is the reason he loses his own daughter in a car ...                See full summary »
",1533086,144428,36681,Secret (2009),Crime|Thriller,Crime
A Million,2009,5.5,,433,tt1535419,https://m.media-amazon.com/images/M/MV5BOTY0NDQxNmYtMGUxYS00MGM2LWI0ZTEtYmMxZDg5MTk1NDJmXkEyXkFqcGdeQXVyMzE4MDkyNTA@..jpg,"
Thriller            ",,114 min,"
    Director:
Min-ho Cho
| 
    Stars:
Jae-ho Baek, 
Seo-wu Choi, 
Seo-eun Han, 
Matt Hodgkinson
","
    Eight young people try to survive a deadly game show for the million-dollar prize.",1535419,142606,45083,A Million (2009),Thriller,Thriller
The Secret Reunion,2010,6.9,,3458,tt1535491,https://m.media-amazon.com/images/M/MV5BOTk4YzgwOWYtOWNiMS00MjkwLTg5OWQtYTlmNjQ4OGM1NDIxXkEyXkFqcGdeQXVyNzI1NzMxNzM@..jpg,"
Action, Drama, Thriller            ",Not Rated,117 min,"
    Director:
Hun Jang
| 
    Stars:
Kang-ho Song, 
Dong-won Gang, 
Yun-seo Choi, 
Kyeong-min Go
","
    A fired South Korean agent and a deserted North Korean spy meet by chance after six years and start a business partnership, each with the intention of stealing information from the other.",1535491,96197,50090,Secret Reunion (Ui-hyeong-je) (2010),Drama|Thriller,Drama
I Saw the Devil,2010,7.8,67,103826,tt1588170,https://m.media-amazon.com/images/M/MV5BZjRmNjc5MTYtYjc3My00ZjNiLTg4YjUtMTQ0ZTFkZmMxMDUzXkEyXkFqcGdeQXVyNDY5MTUyNjU@..jpg,"
Action, Crime, Drama            ",Not Rated,144 min,"
    Director:
Jee-woon Kim
| 
    Stars:
Byung-hun Lee, 
Min-sik Choi, 
Gook-hwan Jeon, 
Joon-hyuk Lee
","
    A secret agent exacts revenge on a serial killer through a series of captures and releases.",1588170,82667,49797,I Saw the Devil (Akmareul boatda) (2010),Crime|Thriller,Crime
Yoga Class,2009,4.7,,483,tt1599378,https://m.media-amazon.com/images/M/MV5BNzc5MTNlZDEtNTg3YS00NTc4LTg1MzUtNzViY2YxYTE1MTEzXkEyXkFqcGdeQXVyMzE4MDkyNTA@..jpg,"
Fantasy, Horror, Mystery            ",,97 min,"
    Director:
Jae-yeon Yun
| 
    Stars:
Yoo-jin Kim, 
Su-yeon Cha, 
Daniel Choi, 
Eun-ji Jo
","
    After the co-host of a shopping channel TV show loses her job to a younger rival, she enrolls in an intensive yoga course. The very strict trainer informs her students that there will be ...                See full summary »
",1599378,144488,50458,Yoga (2009),Horror,Horror
My Way,2011,7.7,30,10115,tt1606384,https://m.media-amazon.com/images/M/MV5BMjM2MTI4OTc5OF5BMl5BanBnXkFtZTgwNDk1MTAzMjE@..jpg,"
Action, Drama, War            ",R,137 min,"
    Director:
Je-kyu Kang
| 
    Stars:
Dong-Gun Jang, 
Joe Odagiri, 
Bingbing Fan, 
In-kwon Kim
","
    In World War II-era Korea, rival runners, one Korean (Jang Dong-gun) and one Japanese (Joe Odagiri), go to war together against the Soviets.",1606384,100062,94047,My Way (Mai Wei) (2011),Action|Drama|War,Action
Bedevilled,2010,7.3,,12693,tt1646959,https://m.media-amazon.com/images/M/MV5BMjAyNDEwMDgzMl5BMl5BanBnXkFtZTcwNzMyMTYwNQ@@..jpg,"
Drama, Horror, Thriller            ",Not Rated,115 min,"
    Director:
Cheol-soo Jang
| 
    Stars:
Yeong-hie Seo, 
Seong-won Ji, 
Min-ho Hwang, 
Min Je
","
    A woman subject to mental, physical and sexual abuse on a remote island seeks a way out.",1646959,93570,59421,Bedevilled (Kim Bok-nam salinsageonui jeonmal) (2010),Crime|Drama|Horror,Crime
No Mercy,2010,7.5,,6006,tt1662557,https://m.media-amazon.com/images/M/MV5BMTk0MDQwNTM4Nl5BMl5BanBnXkFtZTgwMTc3MDE0MjE@..jpg,"
Action, Crime, Thriller            ",Not Rated,123 min,"
    Director:
Hyeong-Joon Kim
| 
    Stars:
Kyung-gu Sol, 
Seung-bum Ryoo, 
Hye-jin Han, 
Ji-ru Sung
","
    Despite of being nearly proven the murderer, a serial killer threatens to kill the daughter of a forensic pathologist if he doesn't get him bailed out.",1662557,81182,50475,No Mercy (Yongseoneun Eupda) (2010),Thriller,Thriller
Moss,2010,6.8,,2081,tt1694019,https://m.media-amazon.com/images/M/MV5BMjM4MjAwNjI3OF5BMl5BanBnXkFtZTgwOTk3MDE0MjE@..jpg,"
Crime, Drama, Mystery            ",Not Rated,163 min,"
    Director:
Woo-Suk Kang
| 
    Stars:
Jae-yeong Jeong, 
Hae-il Park, 
Joon-Sang Yoo, 
Seon Yu
","
    A mysterious person calls a young man and informs him that his estranged father has died in a country village. The curious son travels to the town to discover what happened. From there out ...                See full summary »
",1694019,141520,49087,Moss (2010),Crime|Drama|Mystery|Thriller,Crime
Snowpiercer,2013,7.1,84,292313,tt1706620,https://m.media-amazon.com/images/M/MV5BMTQ3NzA1MTY3MV5BMl5BanBnXkFtZTgwNzE2Mzg5MTE@..jpg,"
Action, Drama, Sci-Fi            ",R,126 min,"
    Director:
Bong Joon Ho
| 
    Stars:
Chris Evans, 
Jamie Bell, 
Tilda Swinton, 
Ed Harris
","
    In a future where a failed climate-change experiment has killed all life except for the lucky few who boarded the Snowpiercer, a train that travels around the globe, a new class system emerges.",1706620,107406,110415,Snowpiercer (2013),Action|Drama|Sci-Fi,Action
Blades of Blood,2010,5.9,,677,tt1730695,https://m.media-amazon.com/images/M/MV5BZTY3MjA1NmQtMmUwMi00MjhmLTkxOWUtNDc3ZDUzODBmNDllXkEyXkFqcGdeQXVyMjI0MDI5Mg@@..jpg,"
Action            ",R,108 min,"
    Director:
Joon-ik Lee
| 
    Stars:
Jung-min Hwang, 
Seung-Won Cha, 
Ji-hye Han, 
Sung-Hyun Baek
","
    During a turbulent time when politics, rebellion, and invasion come to a head. A clash stirs between two swordsmen in a violent struggle to seize control of the country they love.",1730695,141487,45075,Blades of Blood (2010),Action|Drama,Action
Countdown,2011,6.5,,342,tt1814665,https://m.media-amazon.com/images/M/MV5BNmFiMGFkMzctNzRkMS00ZDc5LWIxNDAtMThiNjFmNGZhZDdkXkEyXkFqcGdeQXVyOTExODQ3OQ@@..jpg,"
Action, Drama            ",,119 min,"
    Director:
Jong-ho Huh
| 
    Stars:
Jae-yeong Jeong, 
Do-yeon Jeon, 
Ji-woong Wi, 
Yun-beom Bae
","
    Debt collector Tae Gun-ho, who lost his son five years ago, finds out he has liver cancer. The only way for him to survive is to get a liver transplant in the next 10 days from a woman ...                See full summary »
",1814665,144340,82477,Countdown (2011),Action|Thriller,Action
