,name,year,rating,metascore,vote,imdb_id,poster,genre,certificate,runtime,director_actor,story,imdbId,movieId,tmdbId,title,genres
378,All About My Wife,(2012),6.7,,1249.0,tt2173264,"https://m.media-amazon.com/images/M/MV5BMDc2MjdkNzUtNTY0Ny00NTgwLWFmODgtMzA2OWUzYTRkMjAwXkEyXkFqcGdeQXVyNTc3MDExNTk@._V1_UY98_CR1,0,67,98_AL_.jpg","
Comedy, Drama, Romance            ",,121 min,"
    Director:
Kyu-dong Min
| 
    Stars:
Jeong-tae Kim, 
Ji-yeong Kim, 
Kwang-Soo Lee, 
Saeromi Lee
","
    Du-hyeon can't stand his wife anymore. He wants a divorce but he's weak. He hires a Casanova to seduce her and make her leave him. Will he succeed?",2173264,149484,116488.0,All About My Wife (2012),Comedy|Romance
379,Runway Cop,(2012),5.9,,488.0,tt2182095,"https://m.media-amazon.com/images/M/MV5BMTkxMzgxODE5N15BMl5BanBnXkFtZTgwNzMxOTMzMjE@._V1_UY98_CR1,0,67,98_AL_.jpg","
Comedy, Romance            ",PG-13,110 min,"
    Director:
Terra Shin
| 
    Stars:
Ji-Hwan Kang, 
Yu-ri Sung, 
Soo-hyuk Lee, 
Young-kwang Kim
","
    Detective Cha, a filthy and smelly cop must become a model to investigate the drug trafficking case around runway business. Can he change himself to solve the case?",2182095,188507,124874.0,Runway Cop (2012),Comedy|Romance
380,Howling,(2012),6.2,,1717.0,tt2186819,"https://m.media-amazon.com/images/M/MV5BMTYxNjQ4MzczMF5BMl5BanBnXkFtZTgwODI1MTAzMjE@._V1_UY98_CR1,0,67,98_AL_.jpg","
Action, Thriller            ",Not Rated,114 min,"
    Director:
Ha Yoo
| 
    Stars:
Kang-ho Song, 
Nayoung Lee, 
Jang In-ho, 
In-gi Jeong
","
    Veteran detective Sang-gil and beat cop Eun-yeong are in charge of a case that seems to involve a simple act of self-immolation. Sang-gil initially thinks that it was an accident, but dog ...                See full summary »
",2186819,144550,116227.0,Howling (2012),Mystery|Thriller
381,Wonderful Radio,(2012),6.2,,299.0,tt2187203,"https://m.media-amazon.com/images/M/MV5BMGNkNzIzMWUtMDE1OC00ZWQ2LTg3YzctNDhmZTRkM2Y0M2Y4XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_UY98_CR1,0,67,98_AL_.jpg","
Drama            ",,120 min,"
    Director:
Chil-in Kwon
| 
    Stars:
Min-Jung Lee, 
Jung-Jin Lee, 
Kwang-Soo Lee, 
Jeong-tae Kim
","
    Jin-ah, the former leader of once popular girl band ""Purple,"" hosts a radio show called ""Wonderful Radio."" When the producer of the program is sacked over low ratings, a new guy comes in to...                See full summary »
",2187203,150302,94555.0,Wonderful Radio (2012),Drama
382,The Neighbors,(2012),6.5,,855.0,tt2195490,"https://m.media-amazon.com/images/M/MV5BYWJlMWQ4MWItZGY0ZC00NGI0LWI3OGItYWQ1N2U2MGQ3ZGMyXkEyXkFqcGdeQXVyOTExODQ3OQ@@._V1_UY98_CR1,0,67,98_AL_.jpg","
Drama, Thriller            ",Not Rated,115 min,"
    Director:
Hwi Kim
| 
    Stars:
Yunjin Kim, 
Dong-seok Ma, 
Ho-jin Chun, 
Seong-gyoon Kim
","
    Residents of a mansion live in fear when a young girl is murdered. They suspect their neighbor for the crime, and a battle erupts to protect the next victim.",2195490,130196,133601.0,The Neighbors (2012),Thriller
383,I Am,(III) (2012),7.1,,141.0,tt2201446,"https://m.media-amazon.com/images/M/MV5BMjExMjcxNjAzOF5BMl5BanBnXkFtZTgwMjMzMTAzMjE@._V1_UY98_CR1,0,67,98_AL_.jpg","
Documentary            ",,116 min,"
    Director:
Jin-sung Choi
| 
    Stars:
BoA, 
Fx, 
Girls' Generation, 
Yunho Jung
","
    The movie reflects the past, present and future of 32 Korean artists with behind-the-scenes footage that follows the stars as they undergo rehearsals, revealing their day-to-day lives and ...                See full summary »
",2201446,204866,157560.0,I  Am. (2012),Documentary
384,Speckles: The Tarbosaurus,(2012),5.4,,600.0,tt2248068,"https://m.media-amazon.com/images/M/MV5BMTY4Nzc5MTYwOF5BMl5BanBnXkFtZTgwNjc0MTAzMjE@._V1_UY98_CR1,0,67,98_AL_.jpg","
Animation, Adventure, Comedy            ",Not Rated,88 min,"
    Director:
Han Sang-Ho
| 
    Stars:
Goo Ja-Hyeong, 
Hyung-Suk Lee, 
Sin Yong-woo
","
    70 million years ago dinosaurs ruled the Korean Peninsula the same way they ruled the rest of the earth. At that time the part of the land now known as Jeonnam Yeosu was the forest habitat ...                See full summary »
",2248068,177219,128475.0,Dino King (2012),Adventure|Animation|Sci-Fi
385,Soar Into the Sun,(2012),6.0,,1498.0,tt2253742,"https://m.media-amazon.com/images/M/MV5BMjE1NzIzMDI5Nl5BMl5BanBnXkFtZTgwMzUzMTAzMjE@._V1_UY98_CR0,0,67,98_AL_.jpg","
Action, Drama, Romance            ",PG-13,113 min,"
    Director:
Dong-won Kim
| 
    Stars:
Rain, 
Joon-Sang Yoo, 
Seong-su Kim, 
Lee Hana
","
    After he performs a dangerous dare-devil stunt at an air show, South Korean Air Force pilot Tae-hun is kicked out of the elite Black Eagles flying team and transferred to a combat unit ...                See full summary »
",2253742,144492,124294.0,R2B: Return to Base (2012),Action|Drama|Romance
386,Masquerade,(2012),7.8,,5691.0,tt2290840,"https://m.media-amazon.com/images/M/MV5BODMzYmI3MjgtNDY4MS00YzVjLTg0MDctYzVlZDM2MmRlMmZjXkEyXkFqcGdeQXVyMjQ1NjEyNzE@._V1_UY98_CR0,0,67,98_AL_.jpg","
Drama, History            ",Not Rated,131 min,"
    Director:
Chang-min Choo
| 
    Stars:
Byung-hun Lee, 
Seung-ryong Ryu, 
Hyo-joo Han, 
In-kwon Kim
","
    A look-alike commoner is secretly hired to take the place of a poisoned king to save his country from falling into chaos.",2290840,106109,133200.0,"Masquerade (Gwanghai, Wangyidoen namja) (2012)",Drama
387,Juvenile Offender,(2012),6.7,,187.0,tt2292676,"https://m.media-amazon.com/images/M/MV5BOWE5NzIwMWQtYTllYy00ODhjLWE3OWQtMTBhNDdjNTk4ZDViXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UY98_CR1,0,67,98_AL_.jpg","
Crime, Drama            ",Not Rated,107 min,"
    Director:
Yi-kwan Kang
| 
    Stars:
Won-tae Choi, 
Seok-yong Jeong, 
Hyeok-il Kang, 
Rae-yeon Kang
","
    A juvenile offender Ji-gu reunites with his young mom who he thought was dead.",2292676,166502,128111.0,Juvenile Offender (2012),(no genres listed)
388,Doomsday Book,(2012),5.9,,3128.0,tt2297164,"https://m.media-amazon.com/images/M/MV5BMTgyNTA3NjM0MV5BMl5BanBnXkFtZTgwMjUxNzIwMTE@._V1_UY98_CR1,0,67,98_AL_.jpg","
Comedy, Drama, Fantasy            ",Not Rated,115 min,"
    Directors:
Pil-sung Yim, 
Jee-woon Kim
| 
    Stars:
Doona Bae, 
Ji-hee Jin, 
Yun-hie Jo, 
Bong Joon Ho
","
    The First Chapter of The Anthology Film- In A Brave New World, a mysterious virus brings the city to ruins and zombies flood the streets of Seoul. The Chapter 2, The Heavenly Creature, a ...                See full summary »
",2297164,96415,118624.0,Doomsday Book (2012),Comedy|Drama|Horror|Sci-Fi
389,Pieta,(2012),7.2,72.0,12463.0,tt2299842,"https://m.media-amazon.com/images/M/MV5BODQ3Nzg1NjkyNl5BMl5BanBnXkFtZTcwMzEyOTQzOQ@@._V1_UY98_CR3,0,67,98_AL_.jpg","
Crime, Drama            ",Not Rated,103 min,"
    Director:
Ki-duk Kim
| 
    Stars:
Min-soo Jo, 
Jung-Jin Lee, 
Ki-Hong Woo, 
Eunjin Kang
","
    A loan shark is forced to reconsider his violent lifestyle after the arrival of a mysterious woman claiming to be his long-lost mother.",2299842,106204,123377.0,Pieta (2013),Drama
390,Helpless,(2012),6.7,,1713.0,tt2308725,"https://m.media-amazon.com/images/M/MV5BMTU1NDY0NjA2MV5BMl5BanBnXkFtZTgwODIxOTMzMjE@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Mystery, Thriller            ",Not Rated,117 min,"
    Director:
Young-Joo Byun
| 
    Stars:
Sun-kyun Lee, 
Min-hee Kim, 
Sung-ha Jo, 
Ha-Yoon Song
","
    A man searches for his fiancée who vanished without a trace just before their wedding ceremony, only to discover the shocking identity of her.",2308725,144556,108972.0,Helpless (2012),Horror|Mystery
391,Traffickers,(2012),6.3,,603.0,tt2308860,"https://m.media-amazon.com/images/M/MV5BMTU4OTQ3ODQ1OF5BMl5BanBnXkFtZTgwMTcxNDA2NDE@._V1_UY98_CR1,0,67,98_AL_.jpg","
Action, Crime, Drama            ",Not Rated,111 min,"
    Director:
Hong-seon Kim
| 
    Stars:
Chang Jung Lim, 
Daniel Choi, 
Dal-su Oh, 
Yun-hie Jo
","
    A thriller about the passengers with different objectives on board a cruiser headed for China, being chased over and over again and unexpected happening of things.",2308860,140186,133603.0,The Traffickers (2012),Action|Drama
392,Acoustic,(2010),6.0,,44.0,tt2313534,"https://m.media-amazon.com/images/M/MV5BMTUwMjczNzI2OF5BMl5BanBnXkFtZTgwNTYxNzA2MDE@._V1_UY98_CR3,0,67,98_AL_.jpg","
Drama, Music            ",Not Rated,88 min,"
    Director:
You Sang-Hun
| 
    Stars:
Jin-hee Baek, 
Seul-ong Im, 
Jong-Hyun Lee, 
Se-Kyung Shin
","
    (Korean with English subtitles) Features members of popular K-pop bands 2AM & CN Blue, the film is a collection of stories about love, hope and music all shot in the trendy area of Hongdae, Seoul.",2313534,192147,182525.0,Acoustic (2010),Drama
393,A Werewolf Boy,(2012),7.3,,6333.0,tt2315152,"https://m.media-amazon.com/images/M/MV5BMTQ5MjI0NDc1MV5BMl5BanBnXkFtZTgwNzkzMTAzMjE@._V1_UY98_CR0,0,67,98_AL_.jpg","
Fantasy, Romance            ",Not Rated,122 min,"
    Director:
Sung-hee Jo
| 
    Stars:
Joong-Ki Song, 
Bo-Young Park, 
Yeong-ran Lee, 
Young-nam Jang
","
    Summoned by an unexpected phone call, an elderly woman visits the country cottage she lived in as a child. Memories of an orphan boy she knew 47 years ago come flooding back to her.",2315152,109781,128246.0,"Werewolf Boy, A (Neuk-dae-so-nyeon) (2012)",Drama|Fantasy|Romance
394,Russian Coffee,(2012),5.9,,192.0,tt2321309,"https://m.media-amazon.com/images/M/MV5BNmViMDc1YzItZDVkMi00ZDJlLWI5MzItNDA0NTRiZWQ5YjJmXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_UY98_CR1,0,67,98_AL_.jpg","
Drama            ",,115 min,"
    Director:
Yun-hyeon Jang
| 
    Stars:
Jin-mo Ju, 
So-yeon Kim, 
Hee-soon Park, 
Seon Yu
","
    About a man who must betray his country to protect the woman he loves. Revolve around the first introduction of Coffee in Korea.",2321309,203471,116842.0,Gabi (2012),Drama
395,Itaewon salinsageon,(2009),6.3,,357.0,tt2323565,"https://m.media-amazon.com/images/M/MV5BOGQ2NWI0MTMtODg3Yi00MjNhLTkyM2ItOGQwOTVmYWNjMWIwXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_UY98_CR1,0,67,98_AL_.jpg","
Crime, Mystery, Thriller            ",,100 min,"
    Director:
Ki-Seon Hong
| 
    Stars:
Natallia Bulynia, 
Lee Eung-jae, 
Peter Holman, 
Keun-Suk Jang
","
    Dramatization of a real homicide which remains unsolved as investigators cannot determine which of two youths is the culprit.",2323565,203469,54457.0,The Case of Itaewon Homicide (2010),Crime|Mystery|Thriller
396,As One,(2012),6.9,,1010.0,tt2328503,"https://m.media-amazon.com/images/M/MV5BMTY4MTQzNTQyM15BMl5BanBnXkFtZTcwNjAzMzM5Nw@@._V1_UY98_CR1,0,67,98_AL_.jpg","
Drama, Sport            ",PG-13,127 min,"
    Director:
Hyeon-seong Moon
| 
    Stars:
Ji-Won Ha, 
Doona Bae, 
Yeri Han, 
Yoon-young Choi
","
    ""As One"" is the cinematic retelling of the first ever post-war Unified Korea sports team, hastily formed to participate in the 41st World Table Tennis Championships in 1991. Following the ...                See full summary »
",2328503,141530,113388.0,As One (2012),Drama
397,Architecture 101,(2012),7.2,,3054.0,tt2337981,"https://m.media-amazon.com/images/M/MV5BNjE1NTI0ZGEtNDM5Ny00ODExLThkMDAtODQ1YmI5MWYxODZmXkEyXkFqcGdeQXVyMjk3NjE3NTM@._V1_UY98_CR0,0,67,98_AL_.jpg","
Drama, Romance            ",G,118 min,"
    Director:
Yong-Joo Lee
| 
    Stars:
Tae-woong Eom, 
Ga-in Han, 
Lee Jehoon, 
Suzy Bae
","
    35-year-old architect Seung-Min receives a visit at his office from a woman. Seung-Min doesn't recognize the woman at first, but then realizes the woman is Seo-Yeon. Seo-Yeon is his first ...                See full summary »
",2337981,148693,107235.0,Architecture 101 (2012),Comedy|Romance
398,The Butcher,(II) (2007),4.6,,241.0,tt2349554,"https://m.media-amazon.com/images/M/MV5BNWIxYTg2NDUtM2M0OC00YjExLThiMmYtNWVlZWZmZDAzMmVhXkEyXkFqcGdeQXVyMTIxMDUyOTI@._V1_UY98_CR1,0,67,98_AL_.jpg","
Horror            ",,75 min,"
    Director:
Kim Jin-won
| 
    Stars:
You Dong-hun, 
Yu-il Ha, 
Sung-Il Kim, 
Taek-su Kim
","
    The making of a snuff film from both the perspectives the killers and of the victims.",2349554,146538,106505.0,The Butcher (2007),Action|Horror
399,Flu,(2013),6.7,40.0,9934.0,tt2351310,"https://m.media-amazon.com/images/M/MV5BMTQ4NzI2OTg5NV5BMl5BanBnXkFtZTgwNjQ3MDgyMjE@._V1_UY98_CR0,0,67,98_AL_.jpg","
Action, Drama, Sci-Fi            ",Not Rated,122 min,"
    Director:
Sung-su Kim
| 
    Stars:
Hyuk Jang, 
Soo Ae, 
Roxanne Aparicio, 
Jang-Su Bae
","
    Chaos ensues when a lethal, airborne virus infects the population of a South Korean city less than 20 kilometers from Seoul.",2351310,121143,200085.0,Flu (2013),Action|Drama|Sci-Fi
400,The Berlin File,(2013),6.6,54.0,6314.0,tt2357377,"https://m.media-amazon.com/images/M/MV5BMjg0OTY4MDE2NV5BMl5BanBnXkFtZTgwOTQyMjEyMjE@._V1_UY98_CR0,0,67,98_AL_.jpg","
Action, Thriller            ",Not Rated,120 min,"
    Director:
Seung-wan Ryoo
| 
    Stars:
Jung-woo Ha, 
Suk-kyu Han, 
Seung-bum Ryoo, 
Ji-Hyun Jun
","
    Jong-seong, a North Korean ghost agent, interrupts an illegal arms sale in Berlin. A notorious North Korean agent tests the loyalties of everyone involved as Jong-Seong prepares to make the ultimate sacrifice.",2357377,121314,160704.0,The Berlin File (2013),Action|Drama|Thriller
401,A Company Man,(2012),6.7,,4974.0,tt2371486,"https://m.media-amazon.com/images/M/MV5BMTk4MDM5NTA0MV5BMl5BanBnXkFtZTgwNzU2NjI2MDE@._V1_UY98_CR1,0,67,98_AL_.jpg","
Action, Drama            ",Not Rated,96 min,"
    Director:
Sang-yoon Lim
| 
    Stars:
Ji-seob So, 
Mi-yeon Lee, 
Do-won Kwak, 
Dong-jun Kim
","
    When a change of heart moves a well-trained hitman to tender his resignation to his employers, no good comes of it for anyone.",2371486,132979,134126.0,A Company Man (2012),Action|Drama
402,A Muse,(2012),6.7,,1568.0,tt2390253,"https://m.media-amazon.com/images/M/MV5BZTcwZTMwODUtZTE2Yi00MDQyLWEwM2YtODcwYzc0MWIwODFlXkEyXkFqcGdeQXVyNjUxMDU4NjM@._V1_UY98_CR1,0,67,98_AL_.jpg","
Drama, Romance            ",,129 min,"
    Director:
Ji-woo Jung
| 
    Stars:
Hae-il Park, 
Mu-Yeol Kim, 
Go-eun Kim, 
Man-sik Jeong
","
    Lee Jeok-yo is a 70ish year old man who is a respected poet. He cares fondly for his 30ish year old disciple Seo Ji-woo. The world of these two men are shaken when 17-year-old high school ...                See full summary »
",2390253,149796,118451.0,Eungyo (2012),Drama|Romance
403,Perfect Number,(2012),6.9,,1529.0,tt2411024,"https://m.media-amazon.com/images/M/MV5BMjMwNzE4Nzc2OV5BMl5BanBnXkFtZTgwNDY0MTAzMjE@._V1_UY98_CR0,0,67,98_AL_.jpg","
Drama, Thriller            ",Not Rated,119 min,"
    Director:
Eun-jin Pang
| 
    Stars:
Seung-bum Ryoo, 
Yo-won Lee, 
Jin-woong Cho, 
Yoon-Seong Kim
","
    Brilliant math teacher formulates the perfect cover-up, after his neighbor murders her abusive ex-husband.",2411024,149498,138665.0,Perfect Number (2012),Drama
404,The Spies,(2012),6.3,,197.0,tt2412338,"https://m.media-amazon.com/images/M/MV5BMTUzODM3MDcyM15BMl5BanBnXkFtZTgwNTE4NTgyMTE@._V1_UX67_CR0,0,67,98_AL_.jpg","
Action, Comedy            ",Not Rated,115 min,"
    Director:
Min-ho Woo
| 
    Stars:
Hee-Bong Byun, 
Gyu-Woon Jung, 
Myung-Min Kim, 
Min-seok Kwak
","
    Kim Myeong-min (39) is Agent Kim, a family man who lives a happy and contented life with his wife and two children. He is disguised as a manager in a company that sells fake viagra imported...                See full summary »
",2412338,154736,133983.0,The Spies (Spy) (2012),Action|Comedy
405,The Grand Heist,(2012),6.2,,696.0,tt2448584,"https://m.media-amazon.com/images/M/MV5BNzgyMzZlYTYtZGY4OC00NTQ2LWFkMzQtZWFmYWQyMjJjNGJmXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY98_CR1,0,67,98_AL_.jpg","
Action, Comedy, History            ",Not Rated,121 min,"
    Director:
Joo-Ho Kim
| 
    Stars:
Tae-Hyun Cha, 
Ji-Ho Oh, 
Hyo-Rin Min, 
Chae-yeong Lee
","
    In late 18th century ice is a commodity more valuable than gold. When corrupt officials conspire to form a monopoly and fix its price, a gang of 11 professionals is formed to steal all the royal ice blocks in five storage for a night",2448584,203473,132711.0,The Grand Heist (2012),Comedy
406,Confession of Murder,(2012),7.1,,8241.0,tt2468774,"https://m.media-amazon.com/images/M/MV5BMjI1ODUxMjc0NV5BMl5BanBnXkFtZTgwNTg3MTcyMTE@._V1_UY98_CR1,0,67,98_AL_.jpg","
Action, Crime, Thriller            ",Not Rated,119 min,"
    Director:
Byung-gil Jung
| 
    Stars:
Jae-yeong Jeong, 
Shi-hoo Park, 
Hae-Kyun Jung, 
Yeong-ae Kim
","
    Lee Du-seok publishes an autobiography describing murders he committed after the statute of limitations expires. A detective and one of the victim's mothers search for the author while another killer begins a spree of murders.",2468774,131433,140212.0,Confession of Murder (2012),Action|Thriller
407,"Don't Cry, Mommy",(2012),6.4,,562.0,tt2468826,"https://m.media-amazon.com/images/M/MV5BMjEwNDMwMzE0Nl5BMl5BanBnXkFtZTgwOTUwNDg2MTE@._V1_UY98_CR3,0,67,98_AL_.jpg","
Drama, Thriller            ",,92 min,"
    Director:
Yong-han Kim
| 
    Stars:
Seon Yu, 
Bo-ra Nam, 
Ho Dong, 
Yoo Oh-Seong
","
    The Film tells the story about You-lim whose only daughter Eun-ah commits suicide after a rape by a group of male students. Because all of the suspects are minors, they can leave without ...                See full summary »
",2468826,137317,146371.0,"Don't Cry, Mommy (2012)",Action|Drama
408,Mai Ratima,(2012),6.5,,48.0,tt2473884,"https://m.media-amazon.com/images/M/MV5BYzY1NzU3ZDEtOGI5Ni00YWY4LThjNzUtYjViZmM3ZTY2YjBhXkEyXkFqcGdeQXVyNTY2ODcwODI@._V1_UY98_CR1,0,67,98_AL_.jpg","
Drama            ",,128 min,"
    Director:
Ji-Tae Yoo
| 
    Stars:
Soo-bin Bae, 
Kyeong-ik Kim, 
Se-Won Ko, 
Kim Kyung
","
    Unemployed and hopeless, Soo-young witnesses a Thai woman named Mai Ratima in danger and helps her out. Having come to Korea through international marriage, Mai is physically and ...                See full summary »
",2473884,205691,137545.0,Mai Ratima (2012),Drama|Romance
409,Godsend,(2013),6.6,,39.0,tt2492700,"https://m.media-amazon.com/images/M/MV5BYjgxYWVhZjktNjM1Yi00M2VkLTkxOTktNzRmNTkwNTdhMDgyXkEyXkFqcGdeQXVyNDY5NjU5MDE@._V1_UY98_CR1,0,67,98_AL_.jpg","
Drama            ",Not Rated,107 min,"
    Director:
Moon Si-Hyun
| 
    Stars:
Ko Da-eun, 
Soo Jin Jun, 
Yeong-jae Kim, 
Eun-Yool Kwon
","
    Seung-Yeon (Lee Eun-Woo) wants to have a baby. So-Young (Jeon Soo-Jin) wants to have an abortion. Seung-Yeon asks So-Young to give birth and give the baby to her. The two women go to a ...                See full summary »
",2492700,195961,250359.0,Godsend (2013),Drama
410,9 Muses of Star Empire,(2012),6.2,,134.0,tt2512962,"https://m.media-amazon.com/images/M/MV5BMTQzNDE3MTIxNV5BMl5BanBnXkFtZTgwOTU1MjEwNDE@._V1_UY98_CR0,0,67,98_AL_.jpg","
Documentary, Music            ",Not Rated,82 min,"
    Director:
Hark Joon Lee
","
    '9 Muses of Star Empire', a year-long chronicle that follows a journey of an all girl pop group '9 Muses', portrays the every-day life of nine girls, relentlessly pursuing their dreams in a...                See full summary »
",2512962,150794,220075.0,Nine Muses of Star Empire (2014),(no genres listed)
411,The Russian Novel,(2012),6.7,,40.0,tt2526152,"https://m.media-amazon.com/images/M/MV5BZTAzYzg0MzctZGJhNC00NmI4LTk3YmQtNjY4Yzg2YjFiMTA4XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_UY98_CR1,0,67,98_AL_.jpg","
Drama            ",,140 min,"
    Director:
Yeon-Shick Shin
| 
    Stars:
In-soo Kim, 
Shin-Hyo Kang, 
Seong-Hwan Kyeong, 
Kim Jeong-pal
","
    About an aspiring author who wakes up from a 27-year coma as one of his country's finest authors, credited for a book he didn't write.",2526152,116141,147533.0,The Russian Novel (2013),Drama
412,The Concubine,(2012),6.1,,1440.0,tt2544120,"https://m.media-amazon.com/images/M/MV5BYzczODBlNmQtNjJmYS00Y2Y3LWEwMTEtYWE2ODBkNjYxNDM0XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY98_CR1,0,67,98_AL_.jpg","
Drama, History, Romance            ",Unrated,122 min,"
    Director:
Dae-seung Kim
| 
    Stars:
Yeo-jeong Jo, 
Dong-wook Kim, 
Min-Joon Kim, 
Ji-Young Park
","
    A tragic love triangle story between Hwa-Yeon, a daughter of a nobleman, her true love Kwon-Yoo, a servant and the man who will be King, Prince Sungwon.",2544120,136600,122126.0,The Concubine (2012),Drama
413,26 Years,(2012),6.3,,780.0,tt2551894,"https://m.media-amazon.com/images/M/MV5BMzJkMzk5N2ItZDcwNS00OGE5LWFlMGQtNGU5MjgwOGI0MTZiXkEyXkFqcGdeQXVyOTExODQ3OQ@@._V1_UY98_CR0,0,67,98_AL_.jpg","
Drama, Thriller            ",,135 min,"
    Director:
Geun-hyun Cho
| 
    Stars:
Goo Jin, 
Hye-jin Han, 
Soo-bin Bae, 
Seul-ong Im
","
    26 years ago, state troops were ordered to open fire on civilians in the city of Gwangju who were demonstrating as apart of a democratic movement. Thousands of civilians were killed. Now, a...                See full summary »
",2551894,162880,140380.0,26 Years (2012),Drama|Thriller
414,The Tower,(2012),6.6,,4942.0,tt2554270,"https://m.media-amazon.com/images/M/MV5BMzEyNTIzODI5NF5BMl5BanBnXkFtZTgwMzI1MTAzMjE@._V1_UY98_CR1,0,67,98_AL_.jpg","
Action, Drama            ",Not Rated,121 min,"
    Director:
Ji-hoon Kim
| 
    Stars:
Sang-kyung Kim, 
Kyung-gu Sol, 
Ye-jin Son, 
In-kwon Kim
","
    A Christmas Eve party at a luxury residential building takes a horrific turn when a fire breaks out.",2554270,144348,154030.0,The Tower (2012),Action|Drama
415,Seoul Searching,(2015),7.0,63.0,1072.0,tt2566644,"https://m.media-amazon.com/images/M/MV5BMTUyNDM2MzQ1OV5BMl5BanBnXkFtZTgwMzU0NzEwOTE@._V1_UY98_CR2,0,67,98_AL_.jpg","
Comedy, Drama, Music            ",TV-MA,105 min,"
    Director:
Benson Lee
| 
    Stars:
Justin Chon, 
Jessika Van, 
In-Pyo Cha, 
Teo Yoo
","
    In 1986, a group of foreign born Korean teenagers attend a summer camp in South Korea.",2566644,127126,310001.0,Seoul Searching (2015),Comedy|Drama
416,Nobody's Daughter Haewon,(2013),6.8,,1332.0,tt2576522,"https://m.media-amazon.com/images/M/MV5BNTg3OTkyNTgxMl5BMl5BanBnXkFtZTgwMDc0OTAxMzE@._V1_UY98_CR1,0,67,98_AL_.jpg","
Drama, Romance            ",,90 min,"
    Director:
Sang-soo Hong
| 
    Stars:
Eun-chae Jung, 
Sun-kyun Lee, 
Joon-Sang Yoo, 
Ji-won Ye
","
    The secret relationship between a student and a teacher, will their love last?",2576522,155123,160075.0,Nobody's Daughter Haewon (2013),Drama
417,Whatcha Wearin'?,(2012),6.9,,1992.0,tt2592336,"https://m.media-amazon.com/images/M/MV5BMjA0OTY1MzQwMl5BMl5BanBnXkFtZTgwMDI0MTAzMjE@._V1_UY98_CR1,0,67,98_AL_.jpg","
Comedy, Romance            ",PG-13,114 min,"
    Director:
Sung-hyun Byun
| 
    Stars:
Seong Ji, 
Ah-jung Kim, 
So-yul Shin, 
Kyeong-jun Kang
","
    Yoon-Jung accidentally calls a stranger, instead of her boyfriend, and has phone sex with the unknown man. When her relationship with boyfriend turns sour, she meets Hyun-Seung, and falls ...                See full summary »
",2592336,149500,171587.0,My P.S. Partner (2012),Comedy|Drama|Romance
418,Love 911,(2012),6.8,,1852.0,tt2592808,"https://m.media-amazon.com/images/M/MV5BNzExMDZjMjAtYWQzYy00ODc5LTljMWItNjAwYmRkMjQzMjIyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UY98_CR1,0,67,98_AL_.jpg","
Comedy, Drama, Romance            ",,120 min,"
    Director:
Gi-hoon Jeong
| 
    Stars:
Soo Go, 
Hyo-joo Han, 
Jyu-ni Hyun, 
Seo-Yeon Jin
","
    Mi-Soo (Han Hyo-Joo) is a doctor with a fiery spirit. Unfortunately, her fiery spirit gets the best of her one day at work. Mi-Soo fails to properly diagnosis an ill woman. Her husband sues...                See full summary »
",2592808,166167,146724.0,Love 911 (2012),Comedy|Drama|Romance
419,New World,(2013),7.6,58.0,19336.0,tt2625030,"https://m.media-amazon.com/images/M/MV5BMTYxODg5ODMxOV5BMl5BanBnXkFtZTcwNzkwMzYyOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","
Action, Crime, Drama            ",Not Rated,135 min,"
    Director:
Hoon-jung Park
| 
    Stars:
Jung-jae Lee, 
Min-sik Choi, 
Jung-min Hwang, 
Sung-woong Park
","
    An undercover cop finds it difficult to play both a cop and a goon.",2625030,103849,165213.0,New World (Shin-sae-gye) (2013),Thriller
420,The Little Penguin Pororo's Racing Adventure,(2013),5.3,,160.0,tt2652476,"https://m.media-amazon.com/images/M/MV5BMjA2NzkzNDMyMl5BMl5BanBnXkFtZTgwMzEyMjEyMjE@._V1_UY98_CR0,0,67,98_AL_.jpg","
Animation, Family, Sport            ",G,78 min,"
    Directors:
Dong-hoon Choi, 
Kim Hyun-Ho, 
Jazz Boon, 
Yong-hwa Kim, 
Young Kyun Park, 
Tae-ra Shin
| 
    Stars:
Zhang Qi, 
Ji Hyun Lee, 
Anqi Zhang, 
So-Young Hong
","
    Curious little penguin Pororo and his friends accidentally cause an airplane to make an emergency landing in their home of Pororo Village. On the airplane are some turtles being shipped to ...                See full summary »
",2652476,128371,226673.0,Pororo: The Racing Adventure (2013),Animation
